"Romero, Silvio",DEL,LAN,4800000,11,13,11,10,7,5,11,6,15,5,6,24,6,130,10
"Díaz, Leandro J.",VOL,QUI,3200000,6,6,5,4,5,0,5,5,0,0,0,0,0,36,5.14
"Penco, Sebastián",DEL,SMJ,3600000,0,0,0,0,0,2,4,3,12,5,5,5,0,36,5.14
"Mateo, Diego",VOL,NEW,3900000,7,5,5,0,12,0,0,3,0,0,0,4,0,36,6
"Bastía, Adrián",VOL,COL,4000000,3,4,6,0,3,0,5,0,5,5,5,0,0,36,4.5
"Bella, Iván",VOL,VEL,4200000,6,5,0,5,0,5,4,4,0,4,0,0,3,36,4.5
"Hernández, Pablo",VOL,ARG,4700000,6,0,0,0,4,6,3,0,3,5,5,4,0,36,4.5
"Jara, Franco",DEL,SLO,6000000,5,0,5,6,6,5,4,4,1,0,0,0,0,36,4.5
"Barrera, Leandro",DEL,ARG,3000000,0,5,0,4,5,5,4,0,4,4,4,0,0,35,4.38
"Peruzzi, Gino",DEF,VEL,3000000,0,0,6,8,0,6,5,5,5,0,0,0,0,35,5.83
"Caruzzo, Matías",DEF,BOC,4300000,-1,0,0,3,5,6,5,8,0,7,0,2,0,35,3.89
"Caneo, Miguel",VOL,QUI,4800000,0,0,0,0,0,0,0,6,0,0,0,0,29,35,17.5
"Capurro, Alejandro",VOL,ARG,3200000,0,0,0,0,0,5,6,3,5,6,4,0,5,34,4.86
"Ferreira, Brian",VOL,VEL,1100000,0,0,5,4,6,0,5,0,3,5,0,0,5,33,4.71
"Depetris, Leonardo",DEL,ATR,2000000,0,5,0,0,0,6,0,0,2,8,5,3,4,33,4.71
"Godoy, Fernando",VOL,IND,2800000,0,5,5,0,0,0,0,0,4,0,7,7,5,33,5.5
"Sarmiento, Marcelo",VOL,UNI,2800000,5,0,0,0,0,6,0,4,6,5,4,0,3,33,4.13
"Jara, Leonardo",VOL,EST,3000000,5,5,0,4,0,6,3,1,0,0,5,0,4,33,4.13
"Hoyos, Santiago",DEF,SMJ,3800000,6,3,6,0,5,5,0,0,0,6,0,2,0,33,4.71
"Sabia, Juan",DEF,VEL,4100000,0,0,5,0,5,0,7,0,5,3,0,8,0,33,5.5
"Bernardi, Lucas",VOL,NEW,5000000,0,0,0,0,0,0,5,5,0,7,6,5,5,33,5.5
"Gil Romero, Gastón",VOL,EST,1000000,0,0,0,0,0,0,7,6,5,6,5,0,3,32,5.33
"Desábato, Leandro L.",VOL,VEL,1200000,0,0,5,5,5,4,0,0,0,4,0,5,4,32,4.57
"Sánchez, Fernando",VOL,ALB,3200000,0,0,6,5,2,0,0,0,4,0,6,5,4,32,4
"Corvalán, Claudio",DEF,RAC,3200000,4,7,0,0,0,2,0,0,5,3,0,5,6,32,4.57
"Cruzado, Rinaldo",VOL,NEW,3600000,0,0,0,0,12,0,5,0,5,0,5,0,5,32,6.4
"Mansanelli, César",VOL,BEL,3800000,4,5,6,5,6,0,6,0,0,0,0,0,0,32,5.33
"Maggiolo, Ezequiel",DEL,TIG,4200000,0,4,0,0,0,0,23,2,0,0,0,0,3,32,6.4
"Rodríguez, Clemente",DEF,BOC,4800000,5,7,3,3,0,0,5,7,2,0,0,0,0,32,4.57
"Farías, Ernesto",DEL,IND,8200000,-1,5,5,4,4,0,5,4,0,3,3,0,0,32,3.56
"Freire, Nicolás",DEF,ARG,300000,0,0,0,0,0,5,6,6,7,2,0,0,5,31,5.17
"Luque, Carlos",DEL,COL,2500000,0,0,0,6,5,0,6,5,5,4,0,0,0,31,5.17
"Razzotti, Franco",VOL,VEL,3600000,0,0,5,0,0,0,5,5,6,5,0,5,0,31,5.17
"Schunke, Jonathan",DEF,EST,3900000,4,5,5,4,-1,0,0,5,7,2,0,0,0,31,3.88
"Velázquez, Julián",DEF,IND,4700000,0,1,0,0,3,0,6,1,4,4,5,7,0,31,3.88
"Correa, Angel",DEL,SLO,300000,0,0,0,0,0,0,5,0,5,0,6,4,10,30,6
"Verón, Gonzalo",DEL,SLO,1500000,0,2,0,0,0,0,0,0,0,0,0,17,11,30,7.5
"Braña, Rodrigo",VOL,EST,4500000,5,3,3,0,5,4,0,5,0,0,0,5,0,30,4.29
"Mugni, Lucas",VOL,COL,4800000,4,4,0,4,6,4,4,0,4,0,0,0,0,30,4.29
"Bravo, Federico",VOL,BOC,300000,0,0,0,0,0,0,4,7,2,6,4,3,3,29,4.14
"Navarro, Leandro",VOL,SLO,500000,0,0,0,0,0,0,0,0,0,15,5,3,6,29,7.25
"Rusculleda, Sebastián",VOL,TIG,3500000,5,5,0,5,5,0,5,0,0,0,0,0,4,29,4.83
"Cerro, Francisco",VOL,VEL,3800000,5,5,0,0,0,0,5,6,3,0,0,5,0,29,4.83
"Luna, Carlos",DEL,RIV,7000000,0,0,0,5,0,2,5,4,4,0,0,0,9,29,4.14
"Cavallaro, Juan I.",VOL,UNI,1800000,2,0,0,0,4,0,0,5,0,0,0,12,5,28,5.6
"Albín, Emiliano",DEF,BOC,2700000,0,6,4,3,2,0,5,5,0,0,0,0,3,28,4
"Araujo, Carlos",DEF,LAN,4000000,10,0,0,0,0,0,0,7,5,6,0,0,0,28,7
"Ledesma, Pablo",VOL,BOC,5000000,0,0,0,3,6,5,5,0,0,0,5,4,0,28,4.67
"Carranza, César",DEL,BEL,3300000,0,0,0,5,5,0,3,0,0,6,4,4,0,27,4.5
"Villalva, Daniel",DEL,ARG,3600000,0,4,3,0,0,0,0,6,6,4,4,0,0,27,4.5
"Pereyra, César",DEL,BEL,4800000,5,6,13,0,0,0,0,0,0,0,0,0,3,27,6.75
"Rodríguez Rojas, Germán",VOL,ATR,1500000,5,0,0,12,5,4,0,0,0,0,0,0,0,26,6.5
"Magallán, Lisandro",DEF,BOC,2700000,0,0,0,0,6,0,0,0,4,7,5,0,4,26,5.2
"Ibáñez, Matías",ARQ,SLO,3000000,0,0,0,0,0,0,0,5,1,3,3,5,9,26,4.33
"Urruti, Maximiliano",DEL,NEW,4100000,0,4,0,0,5,0,0,4,0,13,0,0,0,26,6.5
"Vázquez, Fabio",VOL,ARG,800000,0,0,0,5,0,3,2,0,5,0,5,5,0,25,4.17
"Lema, Cristian",DEF,QUI,1700000,0,0,0,0,0,0,0,0,4,6,5,3,7,25,5
"Ramírez, Juan E.",VOL,ARG,1800000,6,5,4,6,4,0,0,0,0,0,0,0,0,25,5
"Sills, Juan",DEF,VEL,2000000,0,0,5,0,6,0,0,0,5,4,0,0,5,25,5
"Díaz, Gastón",VOL,TIG,2400000,1,5,0,0,4,4,1,0,5,5,0,0,0,25,3.57
"Quilez, Ismael",DEF,QUI,2700000,0,0,0,0,0,0,0,0,0,8,5,5,7,25,6.25
"Cámpora, Javier",DEL,RAC,4300000,0,0,0,0,0,0,17,0,0,0,3,0,5,25,8.33
"Pérez, Claudio",DEF,BOC,4500000,0,11,2,0,0,3,5,0,0,0,1,0,3,25,4.17
"Funes Mori, Rogelio",DEL,RIV,5000000,0,0,0,0,0,0,0,4,9,0,3,4,5,25,5
"Janson, Lucas",DEL,TIG,600000,0,4,6,5,0,4,0,0,5,0,0,0,0,24,4.8
"Pavetti, Pablo",VOL,ATR,800000,0,0,4,0,0,0,0,0,5,0,6,5,4,24,4.8
"Céliz, Milton",DEL,ARS,2200000,0,0,0,0,11,5,4,0,0,0,4,0,0,24,6
"Silva, Agustín",ARQ,EST,2500000,4,6,3,1,0,5,5,0,0,0,0,0,0,24,3.43
"Díaz, Leandro",DEL,LAN,2500000,0,0,0,0,0,4,5,0,5,0,5,5,0,24,4.8
"Rodríguez, Sergio",DEF,BEL,2600000,0,0,0,0,6,0,0,8,7,0,3,0,0,24,6
"Blandi, Nicolás",DEL,BOC,4100000,0,0,4,0,12,0,0,4,0,4,0,0,0,24,6
"Ramírez, Rubén",DEL,COL,5000000,3,0,0,4,5,0,0,0,3,0,0,5,4,24,3.43
"Lenis, Reinaldo",VOL,ARG,300000,0,0,0,0,0,0,0,0,0,0,13,5,5,23,7.67
"Zárate, Nahuel",DEF,BOC,300000,0,0,0,0,3,4,0,0,0,8,4,4,0,23,4.6
"Pittinari, Lucas",VOL,BEL,1200000,0,0,5,0,0,5,0,5,0,5,0,3,0,23,4.6
"Grimi, Leandro",DEF,GOD,2800000,0,0,17,0,0,0,0,0,0,2,4,0,0,23,7.67
"Colazo, Nicolás",VOL,BOC,2900000,0,5,0,5,0,6,0,0,4,0,0,0,3,23,4.6
"Figueroa, Marcos",DEL,ARG,3000000,5,4,5,0,4,0,0,0,0,0,0,5,0,23,4.6
"Míguez, Pablo",VOL,UNI,3000000,3,3,3,5,4,5,0,0,0,0,0,0,0,23,3.83
"Aquino, Víctor",DEL,BEL,3500000,3,5,0,0,4,6,5,0,0,0,0,0,0,23,4.6
"Caire, Maximiliano",DEF,COL,3500000,4,4,0,0,3,5,0,7,0,0,0,0,0,23,4.6
"López, Víctor",DEF,NEW,4500000,0,4,0,8,5,0,0,0,0,6,0,0,0,23,5.75
"Tobio, Fernando",DEF,VEL,4900000,8,5,4,0,0,0,0,0,0,0,0,0,6,23,5.75
"Acosta, Lautaro",DEL,BOC,5000000,7,0,0,0,6,0,0,0,4,0,3,3,0,23,4.6
"Palacios, Sebastián",DEL,BOC,300000,0,0,0,6,0,5,0,6,2,0,0,0,3,22,4.4
"Santander, Federico",DEL,TIG,2400000,0,0,0,5,5,5,2,0,0,0,0,5,0,22,4.4
"Ortiz, Guillermo",DEF,NEW,2500000,0,0,0,8,5,0,0,2,7,0,0,0,0,22,5.5
"Abecasis, Luciano",DEF,RIV,2500000,0,0,0,0,0,5,6,7,4,0,0,0,0,22,5.5
"Alcoba, Gerardo",DEF,COL,3600000,3,6,5,2,0,6,0,0,0,0,0,0,0,22,4.4
"Lugüercio, Pablo",DEL,ARS,4000000,8,0,5,0,0,0,4,0,0,0,0,5,0,22,5.5
"Romero, Mauricio",DEF,COL,4400000,0,3,3,2,5,4,0,0,0,0,0,0,5,22,3.14
"Villar, Diego",VOL,RAC,5000000,2,0,-1,0,0,5,0,6,5,5,0,0,0,22,3.14
"Ruiz, Alan",VOL,SLO,5200000,0,6,2,4,0,5,5,0,0,0,0,0,0,22,4.4
"Fernández, Gastón",DEL,EST,7700000,2,2,0,0,4,0,4,3,3,4,0,0,0,22,3.14
"Martínez, Francisco",DEF,ALB,1200000,1,3,0,7,1,0,2,0,0,0,7,0,0,21,3.5
"Ferreira, Diego",VOL,TIG,3000000,0,0,3,0,4,0,4,6,4,0,0,0,0,21,4.2
"García, Angel",DEF,RAC,400000,0,0,2,6,7,0,0,0,0,0,5,0,0,20,5
"Freire, Federico",VOL,VEL,800000,6,0,6,0,0,0,0,0,6,2,0,0,0,20,5
"Vella, Cristian",DEF,ATR,2800000,0,0,0,0,0,0,0,0,7,0,0,8,5,20,6.67
"Perea, Emanuel",VOL,ALB,3000000,4,3,0,0,0,0,5,5,0,0,0,0,3,20,4
"Casais, Eduardo",DEF,ARS,3000000,0,0,5,0,5,5,0,0,5,0,0,0,0,20,5
"Iberbia, Raúl",DEF,EST,3800000,3,6,6,5,0,0,0,0,0,0,0,0,0,20,5
"Leguizamón, Luciano",DEL,IND,5800000,0,0,0,5,4,4,6,1,0,0,0,0,0,20,4
"Barzola, Pablo",DEF,ARG,3200000,0,0,0,7,4,0,0,0,0,5,0,3,0,19,4.75
"Núñez, Leonel",DEL,ARG,3500000,5,0,6,3,5,0,0,0,0,0,0,0,0,19,4.75
"Alarcón, Francisco",DEF,SMJ,3600000,4,5,4,0,0,0,0,0,0,0,0,0,6,19,4.75
"Somoza, Leandro",VOL,BOC,4100000,4,0,3,0,4,0,5,0,0,0,3,0,0,19,3.8
"Escalante, Gonzalo",DEF,BOC,300000,0,0,0,0,0,0,0,0,4,0,4,7,3,18,4.5
"Allione, Agustín",VOL,VEL,1200000,0,3,5,0,5,0,0,0,0,0,0,5,0,18,4.5
"Paparatto, Norberto",DEF,TIG,2900000,5,0,0,0,0,0,4,2,2,0,0,0,5,18,3.6
"Migliónico, Leonardo",DEF,RAC,3000000,0,0,0,7,0,0,7,4,0,0,0,0,0,18,6
"Benítez, Leandro",VOL,EST,3800000,5,5,3,0,0,0,0,0,0,0,0,5,0,18,4.5
"Román, Adalberto",DEF,RIV,4800000,7,9,0,0,0,2,0,0,0,0,0,0,0,18,6
"Fredrich, Elvio",VOL,ALB,2900000,3,0,0,0,3,5,2,0,0,0,0,4,0,17,3.4
"Peratta, Sebastián",ARQ,NEW,4000000,0,2,0,9,3,0,0,3,0,0,0,0,0,17,4.25
"Riquelme, Juan R.",VOL,BOC,9000000,0,0,0,6,0,0,0,4,0,7,0,0,0,17,5.67
"Marín, Leandro",DEF,BOC,700000,0,0,0,0,0,0,0,0,0,8,4,4,0,16,5.33
"Careaga, Juan C.",VOL,ALB,800000,4,5,0,5,0,0,0,0,0,2,0,0,0,16,4
"Díaz, Cristian",DEF,NEW,2700000,0,0,6,0,2,0,0,3,3,0,2,0,0,16,3.2
"Malagueño, Javier",DEF,TIG,2800000,0,0,0,0,7,4,0,0,0,5,0,0,0,16,5.33
"Gerlo, Danilo",DEF,ARS,2900000,5,0,0,7,0,0,0,0,0,0,0,0,4,16,5.33
"Torres, Diego",VOL,ARS,3200000,0,6,0,0,4,6,0,0,0,0,0,0,0,16,5.33
"Leone, Ramiro",VOL,TIG,3700000,0,0,0,0,0,0,0,0,4,4,0,4,4,16,4
"Aguiar, Luis",VOL,SLO,3800000,6,5,0,0,5,0,0,0,0,0,0,0,0,16,5.33
"Poggi, Federico",VOL,SMJ,3900000,5,0,0,0,0,0,0,0,0,5,6,0,0,16,5.33
"Paredes, Leandro",VOL,BOC,4100000,5,0,0,0,0,0,0,0,0,0,4,4,3,16,4
"Montoya, Germán",ARQ,VEL,4400000,0,0,4,0,5,0,0,0,3,0,0,0,4,16,4
"Angileri, Fabricio",VOL,GOD,700000,4,0,0,0,0,0,0,0,0,0,0,7,4,15,5
"Placente, Diego",DEF,ARG,3900000,5,4,4,0,0,0,0,0,0,0,2,0,0,15,3.75
"Contrera, Gonzalo",DEF,IND,800000,4,0,0,0,0,5,0,0,5,0,0,0,0,14,4.67
"Espinoza, Gonzalo",VOL,ARS,2800000,0,4,0,0,5,0,2,0,3,0,0,0,0,14,3.5
"Fernández, Nereo",ARQ,ARG,3200000,5,3,1,0,0,0,0,0,0,0,0,0,5,14,3.5
"Iñiguez, Gaspar",VOL,ARG,3200000,6,6,2,0,0,0,0,0,0,0,0,0,0,14,4.67
"Perafán, Martín",ARQ,UNI,3500000,3,3,1,5,2,0,0,0,0,0,0,0,0,14,2.8
"Pérez Guedes, Martín",VOL,RAC,3800000,0,5,4,5,0,0,0,0,0,0,0,0,0,14,4.67
"Zapata, Víctor",VOL,IND,4500000,0,0,0,0,0,5,0,0,5,4,0,0,0,14,4.67
"Viatri, Lucas",DEL,BOC,5200000,6,4,0,0,0,0,0,0,0,0,0,0,4,14,4.67
"Bittolo, Mariano",DEF,VEL,1300000,0,0,0,0,4,0,0,0,0,4,0,0,5,13,4.33
"Chiapello, Federico",DEL,UNI,1900000,0,5,4,0,0,0,0,0,0,0,0,4,0,13,4.33
"Erbes, Cristian",VOL,BOC,3000000,0,5,0,3,0,0,0,0,0,0,5,0,0,13,4.33
"Donnet, Matías",VOL,UNI,3600000,4,5,4,0,0,0,0,0,0,0,0,0,0,13,4.33
"Sand, José",DEL,RAC,5700000,3,6,4,0,0,0,0,0,0,0,0,0,0,13,4.33
"Pucheta, Eduardo",VOL,VEL,500000,0,0,0,0,5,0,0,0,0,0,0,0,7,12,6
"Giannetti, Lautaro",DEF,VEL,800000,0,0,7,0,0,0,0,0,0,5,0,0,0,12,6
"Bailo, Andrés",ARQ,COL,1000000,0,0,3,1,0,0,8,0,0,0,0,0,0,12,4
"Velázquez, Leandro",VOL,SMJ,2400000,0,0,5,0,0,7,0,0,0,0,0,0,0,12,6
"Serrano, Jorge",DEF,QUI,2900000,5,0,0,0,0,7,0,0,0,0,0,0,0,12,4
"Juárez, Iván",VOL,ATR,3000000,0,0,0,0,0,3,4,0,5,0,0,0,0,12,4
"Curbelo, Jorge",DEF,GOD,3000000,0,0,0,0,0,0,5,7,0,0,0,0,0,12,6
"Telechea, Fernando",DEL,QUI,3300000,0,0,5,5,0,0,0,0,0,0,2,0,0,12,4
"Rodríguez, Ribair",VOL,BOC,3800000,0,4,2,0,0,6,0,0,0,0,0,0,0,12,4
"Pereyra, Mauricio",VOL,LAN,3800000,6,6,0,0,0,0,0,0,0,0,0,0,0,12,6
"Saravia, Renzo",DEF,BEL,300000,0,0,0,0,0,0,0,0,0,0,0,4,7,11,5.5
"Correa, Joaquín",VOL,EST,600000,5,0,0,0,0,0,0,0,0,0,0,0,6,11,5.5
"Gómez, Brian",VOL,ARG,700000,0,0,0,0,0,0,0,0,0,0,0,6,5,11,5.5
"Mattos, Pablo",VOL,QUI,1500000,0,0,5,0,0,6,0,0,0,0,0,0,0,11,5.5
"Kruspzky, Lucas",DEF,ARS,1600000,0,0,0,0,3,0,3,0,0,0,5,0,0,11,3.67
"Pereyra Díaz, Jorge",DEL,LAN,1700000,0,0,0,0,0,0,0,0,0,6,5,0,0,11,5.5
"Ceballos, Lucas",DEF,GOD,2900000,0,0,0,0,0,0,0,7,4,0,0,0,0,11,5.5
"Lima, Pablo",DEF,QUI,3100000,0,0,0,0,0,0,0,5,0,0,0,0,6,11,5.5
"Bovaglio, Lucas",DEF,ATR,3900000,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"Cirigliano, Ezequiel",VOL,RIV,4500000,0,0,0,0,0,0,0,0,0,0,0,4,7,11,5.5
"Romagnoli, Leandro",VOL,SLO,6500000,0,0,0,0,0,0,0,0,0,0,0,6,5,11,5.5
"Beloso, Enzo",DEF,NEW,300000,0,0,0,0,0,0,7,3,0,0,0,0,0,10,5
"DELarrayán, Lucas",VOL,BEL,400000,0,0,0,0,0,0,0,0,5,0,0,0,5,10,5
"Maidana, Mauro",DEF,UNI,1900000,3,3,4,0,0,0,0,0,0,0,0,0,0,10,3.33
"Martínez, Diego",DEF,RIV,2200000,0,0,0,0,0,0,6,0,0,4,0,0,0,10,5
"Diz, Facundo",DEL,QUI,3000000,0,0,0,0,0,0,5,0,5,0,0,0,0,10,5
"Altamirano, Lionel",DEL,UNI,300000,0,0,0,0,0,0,0,0,5,4,0,0,0,9,4.5
"Isnaldo, Eugenio",VOL,NEW,500000,0,0,5,0,4,0,0,0,0,0,0,0,0,9,4.5
"Ojeda, Sergio",DEF,IND,700000,0,0,5,4,0,0,0,0,0,0,0,0,0,9,4.5
"Carrasco, Emiliano",VOL,QUI,700000,0,0,0,0,0,0,0,0,0,0,4,5,0,9,4.5
"Sosa, Diego",DEF,SMJ,1300000,0,0,0,3,0,0,0,0,0,0,0,0,6,9,4.5
"Martínez, Nicolás",DEF,TIG,1300000,0,0,0,0,0,0,0,0,5,4,0,0,0,9,4.5
"Pérez, Alejandro",DEF,UNI,1900000,0,5,4,0,0,0,0,0,0,0,0,0,0,9,4.5
"Esmerado, Gastón",VOL,ARS,2500000,0,0,0,6,3,0,0,0,0,0,0,0,0,9,4.5
"Benítez, Martín",DEL,IND,2600000,0,0,0,0,5,0,4,0,0,0,0,0,0,9,4.5
"Carli, Joel",DEF,QUI,2700000,2,7,0,0,0,0,0,0,0,0,0,0,0,9,4.5
"Cooper, Armando",VOL,GOD,2800000,0,9,0,0,0,0,0,0,0,0,0,0,0,9,9
"Meza, Fernando",DEF,SLO,2900000,0,0,0,0,0,0,0,0,0,5,4,0,0,9,4.5
"Torrico, Sebastián",ARQ,GOD,3900000,0,0,0,9,0,0,0,0,0,0,0,0,0,9,9
"Santana, Jonathan",VOL,IND,4700000,2,0,0,0,0,0,0,3,0,4,0,0,0,9,3
"DELaya, Emilio",DEL,ARS,5000000,5,4,0,0,0,0,0,0,0,0,0,0,0,9,4.5
"Meli, César",VOL,COL,500000,0,5,0,0,0,3,0,0,0,0,0,0,0,8,4
"Escobar, Matías",VOL,TIG,2700000,0,0,0,0,0,0,0,0,0,4,0,0,4,8,4
"Riaño, Claudio",DEL,SMJ,2900000,0,4,0,0,0,0,4,0,0,0,0,0,0,8,4
"Caprari, Gastón",DEL,SMJ,3700000,0,0,0,0,0,0,0,0,0,0,5,0,3,8,4
"Jara, Diego",DEL,UNI,3700000,4,0,0,0,4,0,0,0,0,0,0,0,0,8,4
"Bordagaray, Fabián",DEL,SLO,4200000,0,0,4,0,4,0,0,0,0,0,0,0,0,8,4
"Castaño, Diego",VOL,TIG,4500000,0,0,0,0,0,0,0,0,0,0,0,3,5,8,2.67
"Ustari, Oscar",ARQ,BOC,4800000,0,0,6,0,5,0,0,0,-3,0,0,0,0,8,2.67
"Moreno, Emanuel",VOL,UNI,1300000,0,0,0,0,0,0,5,2,0,0,0,0,0,7,3.5
"Conde, Esteban",ARQ,ATR,2500000,0,0,2,0,0,0,0,0,0,0,0,5,0,7,3.5
"Navarro, Sebastián",VOL,ARG,2600000,3,0,0,0,0,0,0,4,0,0,0,0,0,7,3.5
"Villafáñez, Lucas",VOL,IND,2900000,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7
"Albil, Damián",ARQ,TIG,3500000,0,0,3,4,0,0,0,0,0,0,0,0,0,7,3.5
"Avendaño, Juan P.",DEF,UNI,4400000,5,5,-3,0,0,0,0,0,0,0,0,0,0,7,2.33
"Gago, Fernando",VOL,VEL,9000000,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7
"Zuqui, Fernando",VOL,GOD,800000,0,0,0,0,0,0,0,0,0,0,4,0,2,6,3
"Coronel, Maxi A.",DEF,ALB,2000000,2,0,0,4,0,0,0,0,0,0,0,0,0,6,1.5
"Voboril, Germán",DEF,SLO,3300000,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"Cellay, Christian",DEF,BOC,3400000,4,0,0,0,0,0,0,0,2,0,0,0,0,6,3
"Díaz, Mauro",VOL,RIV,4000000,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3
"Pocrnjic, Luciano",ARQ,SMJ,4000000,0,0,0,0,2,2,2,0,0,0,0,0,0,6,2
"Vieyra, Juan",VOL,NEW,300000,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
"Cáseres, Ramiro",VOL,VEL,300000,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5
"Medaglia, Eros",DEF,VEL,300000,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
"Hanchén, Gabriel",VOL,NEW,600000,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
"Imbert, Juan",DEL,BOC,800000,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5
"Olivera, Emanuel",DEF,VEL,900000,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5
"Barrientos, Fernando",VOL,LAN,1000000,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
"Zurbriggen, Santiago",DEF,UNI,1600000,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
"Barraza, Julio",DEF,ARG,2000000,0,2,0,0,0,0,0,0,0,0,0,0,3,5,1.67
"Cáceres, Samuel",DEF,IND,2000000,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5
"Rius, Ciro",DEL,GOD,2500000,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
"Acevedo, Walter",VOL,RIV,2500000,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
"Carrillo, Guido",DEL,EST,2600000,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Sarulyte, Matías",DEF,EST,3600000,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
"Ferreyra, Facundo",DEL,VEL,10000000,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Sequeyra, Javier",VOL,EST,300000,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4
"Contreras, Fernando",DEL,SLO,300000,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
"Pelaitay, Nicolás",VOL,SMJ,300000,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
"Ivanobsky, Cristian",VOL,TIG,300000,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
"Herrera, Marcelo",DEF,LAN,400000,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4
"Canuto, Damián",VOL,SMJ,1300000,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4
"Benítez, Oscar",VOL,LAN,1600000,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4
"Batista, Nicolás",DEF,ARG,1700000,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4
"Lluy, Braian",DEF,RAC,2000000,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4
"Ríos, Leonel",VOL,GOD,3000000,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Torassa, Agustín",DEL,TIG,3000000,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
"Tuzzio, Eduardo",DEF,IND,4000000,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
"Morales, Damián",DEF,ALB,300000,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
"Callejo, Facundo",DEL,COL,400000,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
"Flores, Franco",DEF,ARG,800000,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
"Sánchez, Sergio",VOL,GOD,1500000,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
"Barisone, Diego",DEF,UNI,2400000,0,0,-1,0,0,0,0,0,0,0,0,4,0,3,1.5
"Sosa, Franco",DEF,BOC,3800000,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
"Navarro, Hilario",ARQ,IND,4500000,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
"Ferracutti, Guillermo",DEF,NEW,1900000,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
"Battión, Roberto",VOL,IND,3500000,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
"Rodríguez, Lucas",DEF,ARG,900000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
